meta.uuid,More environmental protection,More wealth redistribution,Lower taxes,More jobs,Less immigration,Better schools,Better healthcare,Higher wages,Higher pensions,Better enforcement of law and order,Equal rights for minority groups,"Lower costs of living (e.g. rent, water, energy)","Better public services (e.g. transportation, waste management)","Better infrastructure (e.g. roads, sidewalks)",Other,None of these
252127b0-f154-0134-0adc-0a6b3886cf3d,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2
25390240-f2d7-0134-55d5-0a2d04121181,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2
25415a70-eb96-0134-bae0-0a6b3886cf3d,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2
25545120-ee37-0134-195c-0aeaf0818377,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2
25918400-eeb1-0134-be71-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
25bd29d0-ee44-0134-575e-0aeaf0818377,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2
25e32910-f1d8-0134-ae18-0a6b3886cf3d,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2
25ed9a10-ec9e-0134-25f8-0aeaf0818377,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2
2632d330-ee43-0134-bc9c-0a6b3886cf3d,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2
267f2db0-efa1-0134-980b-0aeaf0818377,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2
26d66100-ef78-0134-92c5-0aeaf0818377,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2
26dd8540-eecf-0134-2f80-0aeaf0818377,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2
26fba030-ef05-0134-789b-0a6b3886cf3d,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2
27711f90-eeb7-0134-e63a-0aeaf0818377,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2
27a22d40-ee1d-0134-4182-0a6b3886cf3d,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2
27c4ef70-ed4d-0134-fc34-0aeaf0818377,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2
27cb6280-ee6c-0134-f2f9-0a6b3886cf3d,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
27dd7d50-ee4c-0134-1c9f-0a6b3886cf3d,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2
27dd9590-eec4-0134-07c6-0aeaf0818377,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2
280e7010-f024-0134-3b12-0a6b3886cf3d,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2
2842b9c0-f072-0134-cf64-0a6b3886cf3d,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2
287e3090-f072-0134-cf66-0a6b3886cf3d,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2
28bb05b0-eeed-0134-3003-0a6b3886cf3d,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2
28bf7860-efd9-0134-a61f-0a6b3886cf3d,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2
28c553f0-ebd1-0134-ab36-0aeaf0818377,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2
28d9b1d0-ef74-0134-13fc-0a6b3886cf3d,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2
290a0450-efa7-0134-355e-0aeaf0818377,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
292eabc0-ea16-0134-3415-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
29454c10-f17c-0134-9f4f-0aeaf0818377,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2
29616c30-edf8-0134-0334-0a6b3886cf3d,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2
29c5c390-ea11-0134-4b09-0a6b3886cf3d,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
2a5969c0-f031-0134-53c0-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2adf00c0-ef2b-0134-2039-0a6b3886cf3d,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2
2ae59c90-ebac-0134-a178-0a6b3886cf3d,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2
2af68bd0-ecb6-0134-11d4-0a6b3886cf3d,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2
2afb2e20-edfd-0134-8832-0aeaf0818377,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2
2b07f5a0-ee54-0134-e149-0aeaf0818377,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2
2b131940-eff9-0134-d54f-0aeaf0818377,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2
2b2708b0-eefc-0134-609b-0a6b3886cf3d,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2
2b2a3740-edcd-0134-cd3b-0a6b3886cf3d,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2
2b3818b0-efa7-0134-f92d-0a6b3886cf3d,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2
2b38c230-efb6-0134-2a1a-0a6b3886cf3d,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2
2b416440-eba4-0134-d8b2-0aeaf0818377,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2
2b727c20-ed5f-0134-3736-0aeaf0818377,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2
2c36e030-f3cf-0134-b403-0a7e36e19983,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2c3d32f0-ecc6-0134-3ed1-0aeaf0818377,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2
2c5afec0-f484-0134-99b6-0a7e36e19983,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
2ccaecd0-ea65-0134-4b53-0a6b3886cf3d,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2d96b540-ed8e-0134-026f-0a6b3886cf3d,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2
2d9a8aa0-f2d6-0134-ae9e-0aec2244eae5,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2
2d9d01c0-eeed-0134-3017-0a6b3886cf3d,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2
2dcd4a50-f390-0134-a579-0a2d04121181,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2
2df6e840-ee8e-0134-48cf-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2dfa94a0-ee35-0134-9be2-0a6b3886cf3d,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2
2e2f9c70-ef00-0134-9278-0aeaf0818377,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2
2e6a7d00-ed92-0134-704b-0a6b3886cf3d,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
2e8561b0-eeb9-0134-0ab3-0aeaf0818377,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2
2ee7bfb0-edfd-0134-8839-0aeaf0818377,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2f33a1d0-eaee-0134-d339-0a6b3886cf3d,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2
2f6efc20-f21f-0134-be19-0a6b3886cf3d,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2
2f7ade10-ede2-0134-9e59-0a6b3886cf3d,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2
2f90d740-ea57-0134-4e12-0a6b3886cf3d,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2ffe6520-ec6a-0134-ea7a-0aeaf0818377,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2
30355bc0-ef5c-0134-5319-0aeaf0818377,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2
3043fbc0-f08b-0134-3574-0aeaf0818377,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2
30606e30-efa4-0134-208b-0aeaf0818377,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2
30841740-ee17-0134-e991-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
30afb170-ee31-0134-de9f-0a6b3886cf3d,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
30ceadf0-f47b-0134-3495-0aec2244eae5,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2
30f0f970-eead-0134-7ce8-0aeaf0818377,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2
31536c80-ee39-0134-1f57-0aeaf0818377,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
3175b760-f156-0134-9c6b-0aeaf0818377,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2
31904800-edfb-0134-0c13-0a6b3886cf3d,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2
31b0cd40-eec3-0134-626a-0a6b3886cf3d,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2
31b88e20-f0a4-0134-ade2-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
322aaec0-ee24-0134-5e9b-0a6b3886cf3d,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2
3273d840-ede9-0134-d5d2-0a6b3886cf3d,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2
32db10e0-ee0d-0134-aa8d-0aeaf0818377,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2
32f7bf30-efa9-0134-ffb1-0a6b3886cf3d,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2
32fa0190-ed8b-0134-fa8d-0a6b3886cf3d,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2
334c0720-edb3-0134-f32b-0aeaf0818377,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2
33571a50-ee2f-0134-003b-0aeaf0818377,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2
335f42d0-ed8a-0134-f7e4-0a6b3886cf3d,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
33879270-ed8a-0134-f7e6-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
33c5a330-eea7-0134-8795-0aeaf0818377,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2
33dc1780-efb0-0134-53d9-0aeaf0818377,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2
33f88660-ee09-0134-ff24-0a6b3886cf3d,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2
34068190-efbb-0134-39af-0a6b3886cf3d,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2
344a50a0-f170-0134-24e3-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
34623000-edd9-0134-e965-0a6b3886cf3d,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
346bd2d0-ed48-0134-5062-0a6b3886cf3d,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2
3488f4d0-efb2-0134-5a42-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
349f9090-f1fb-0134-517a-0aeaf0818377,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2
34bbb150-ee2c-0134-ce1d-0a6b3886cf3d,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2
34bd53f0-eff0-0134-c44b-0aeaf0818377,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2
34c888f0-ec5b-0134-144b-0aeaf0818377,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2
34cd0c40-ec81-0134-71bb-0aeaf0818377,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2
34dc6d70-efd5-0134-8f1a-0a6b3886cf3d,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2
35121850-eff3-0134-28af-0a6b3886cf3d,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2
35169f10-ef14-0134-16b3-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
3535c020-f211-0134-3874-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3565cc90-eda3-0134-681d-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2
35a92c90-ecc1-0134-3225-0aeaf0818377,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2
366343a0-f231-0134-e8f2-0a6b3886cf3d,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2
36836ee0-ee6d-0134-8b12-0aeaf0818377,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2
36cf3ec0-ebac-0134-a18c-0a6b3886cf3d,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2
36d6ea10-eddf-0134-b5f4-0aeaf0818377,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2
36f004b0-ef0b-0134-659c-0aeaf0818377,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2
37151070-eebe-0134-b631-0aeaf0818377,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2
3774f290-edf8-0134-7aa3-0aeaf0818377,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2
37b47cf0-f1ec-0134-3121-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
37d2fab0-ef80-0134-27e7-0a6b3886cf3d,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2
37f02f90-ee9f-0134-685e-0a6b3886cf3d,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2
380a1510-eebf-0134-55ce-0a6b3886cf3d,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
38248d40-eedb-0134-e0d1-0a6b3886cf3d,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2
38309550-f2e5-0134-4f0e-0a7e36e19983,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2
3835a1a0-efeb-0134-b90d-0aeaf0818377,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2
3839d720-ee33-0134-95ad-0a6b3886cf3d,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2
38538380-f072-0134-cf89-0a6b3886cf3d,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2
38577640-efa6-0134-f636-0a6b3886cf3d,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2
385ae4b0-eea7-0134-2786-0a6b3886cf3d,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2
38680510-ea75-0134-10cf-0aeaf0818377,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2
38975e50-ee37-0134-198d-0aeaf0818377,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2
38c78010-eedd-0134-e7c1-0a6b3886cf3d,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2
38e22b60-ef59-0134-850c-0a6b3886cf3d,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3908ed20-eb09-0134-1a53-0aeaf0818377,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2
39567de0-ed8f-0134-a402-0aeaf0818377,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2
396dbd10-ef0f-0134-0852-0a6b3886cf3d,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2
39792490-edd6-0134-3a9d-0aeaf0818377,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2
39adc2e0-f040-0134-a832-0aeaf0818377,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2
39b7e750-eecc-0134-7ddc-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2
39c726c0-ef0a-0134-629f-0aeaf0818377,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2
39d4e9b0-f054-0134-d6c0-0aeaf0818377,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2
39edae20-ee24-0134-5ec7-0a6b3886cf3d,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
3a07dd40-eea1-0134-687a-0aeaf0818377,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2
3a294a20-eb2d-0134-beb2-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
3a39cdd0-ed38-0134-7364-0a6b3886cf3d,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2
3a7ac7e0-edf3-0134-f499-0a6b3886cf3d,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2
3a7ae5c0-efbb-0134-39bd-0a6b3886cf3d,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2
3aba6cb0-ef07-0134-7e9f-0a6b3886cf3d,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2
3abe95f0-ed2c-0134-a0c9-0a6b3886cf3d,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2
3ad9eb30-ef98-0134-44e4-0a6b3886cf3d,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
3b1062f0-ed50-0134-4ee4-0a6b3886cf3d,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2
3b1cbd10-efb6-0134-7a97-0aeaf0818377,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2
3b4ad520-ee36-0134-9f44-0a6b3886cf3d,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2
3b504f60-ed5c-0134-2e2d-0aeaf0818377,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2
3ba3d270-eb22-0134-9e60-0aeaf0818377,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
3ba9bde0-eee7-0134-1bc9-0a6b3886cf3d,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2
3bf62370-ee6e-0134-8da2-0aeaf0818377,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2
3c17faa0-ee54-0134-e17b-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
3c65d3c0-ed48-0134-20a3-0aeaf0818377,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3ca312e0-ed50-0134-4eea-0a6b3886cf3d,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2
3cb78f90-ef8b-0134-b2b3-0aeaf0818377,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2
3cbbe130-ed8e-0134-0299-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
3cbe6500-efd4-0134-8c16-0a6b3886cf3d,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2
3d2f7270-f04b-0134-c486-0aeaf0818377,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
3d5d7cf0-ea5b-0134-c3f0-0a6b3886cf3d,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
3d99dda0-eed9-0134-4d89-0aeaf0818377,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2
3dd852c0-ed3b-0134-e289-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3ddb73d0-efb4-0134-23fb-0a6b3886cf3d,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2
3dea4390-ee33-0134-0c5d-0aeaf0818377,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2
3df05590-f4a5-0134-2fcc-0a2d04121181,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2
3e1c5530-eeb1-0134-fb07-0aeaf0818377,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2
3e606200-ec80-0134-b552-0a6b3886cf3d,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2
3e8fe340-ee42-0134-b9ec-0a6b3886cf3d,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2
3ef54ec0-ee33-0134-95c9-0a6b3886cf3d,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2
3f119f90-eb25-0134-04a9-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
3f4419e0-eebc-0134-b090-0aeaf0818377,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2
3f7b4820-efa8-0134-38cd-0aeaf0818377,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
3f819810-f147-0134-4756-0aeaf0818377,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2
40151670-ed5c-0134-ec7d-0a6b3886cf3d,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2
4023d070-ee39-0134-a88b-0a6b3886cf3d,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2
404a7820-eea0-0134-6ad2-0a6b3886cf3d,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
40931ae0-eeb8-0134-4011-0a6b3886cf3d,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2
409e9140-eede-0134-5e99-0aeaf0818377,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2
40ae04e0-f0f9-0134-0e5b-0aeaf0818377,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2
40d09100-efd8-0134-9798-0a6b3886cf3d,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2
40e0aba0-f232-0134-eb59-0a6b3886cf3d,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2
41109dd0-eaf9-0134-e609-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
41312400-eeef-0134-3775-0a6b3886cf3d,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2
41313f80-edcb-0134-c98d-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2
415724f0-eeae-0134-b6c2-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
415d0930-edf6-0134-fdd3-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
41636af0-ebc8-0134-2fd5-0aeaf0818377,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
419d7420-eef9-0134-57c7-0a6b3886cf3d,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2
41a58460-f3be-0134-d6a7-0aec2244eae5,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2
41d46580-ee15-0134-9dec-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4200b3b0-edce-0134-cf6c-0a6b3886cf3d,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
42255a70-efbb-0134-8a0b-0aeaf0818377,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2
4238ac90-f14d-0134-50fb-0a6b3886cf3d,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
42507b90-f10a-0134-7486-0aeaf0818377,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2
4274de80-efd7-0134-94ee-0a6b3886cf3d,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2
4278fe80-efc3-0134-c159-0aeaf0818377,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2
429ee780-ed5d-0134-efb4-0a6b3886cf3d,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2
439e5a10-f020-0134-34c5-0a6b3886cf3d,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2
43f05ee0-ef80-0134-9e4f-0aeaf0818377,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2
447c7c90-f486-0134-39bb-0aec2244eae5,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
448d9110-ee2e-0134-d509-0a6b3886cf3d,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
44c1a170-ed4b-0134-58bb-0a6b3886cf3d,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
44fb2e80-f2e9-0134-5e35-0a2d04121181,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
4543fa40-f074-0134-d493-0aeaf0818377,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2
45b95000-f213-0134-3db2-0a6b3886cf3d,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2
45ce9640-eeb2-0134-fe25-0aeaf0818377,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
45dac260-ed81-0134-e0b4-0a6b3886cf3d,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2
45eb8200-eedc-0134-57d5-0aeaf0818377,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2
45fb3de0-efce-0134-8cde-0a6b3886cf3d,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2
46526210-efad-0134-0e48-0a6b3886cf3d,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2
46bd6d00-ee3e-0134-b820-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
46c32d40-ed8e-0134-a1a2-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
46cd73f0-f35f-0134-0510-0a80a991f55d,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2
46ceb850-ee61-0134-15ce-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
46da3f30-ed5a-0134-e62c-0a6b3886cf3d,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2
46f65970-ed9e-0134-cfe7-0a6b3886cf3d,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2
4744cea0-f091-0134-20d3-0a6b3886cf3d,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2
47902190-f12b-0134-0630-0a6b3886cf3d,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2
47b37ac0-ee41-0134-4f66-0aeaf0818377,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2
480b86b0-ef6c-0134-042d-0a6b3886cf3d,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
484c9f60-ee2e-0134-fd2f-0aeaf0818377,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2
486d1c90-ea2f-0134-5ff8-0a6b3886cf3d,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
488d18b0-ee5a-0134-6915-0aeaf0818377,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
48b428c0-f28e-0134-fd8b-0aeaf0818377,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2
48caa920-f1ff-0134-2390-0a6b3886cf3d,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2
48fa52d0-eec2-0134-844c-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
49245f60-ee24-0134-5ef9-0a6b3886cf3d,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2
49988580-eede-0134-5ebc-0aeaf0818377,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2
49bcc2c0-f0a5-0134-ec51-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
49ea0e50-efb5-0134-77b8-0aeaf0818377,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2
49ec5af0-ecc0-0134-2d39-0a6b3886cf3d,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2
49f1a620-efe3-0134-04cd-0a6b3886cf3d,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
49f64290-f1ea-0134-2c95-0aeaf0818377,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2
4a1a49d0-ec5f-0134-1d10-0aeaf0818377,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2
4a2e9f90-ee15-0134-f90a-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4a992880-eec2-0134-5f40-0a6b3886cf3d,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2
