datum,partei,sz_avr,sz_err,ci_higher,ci_lower
2014-03-26,CDU/CSU,0.4125,0.02234,0.43484,0.39016
2014-03-26,SPD,0.2425,0.01946,0.26196,0.22304
2014-03-26,Grüne,0.1025,0.01378,0.11628,0.08872
2014-03-26,FDP,0.0375,0.0086575,0.0461575,0.0288425
2014-03-26,Linke,0.0975,0.0134425,0.1109425,0.0840575
2014-03-26,AfD,0.045,0.009315,0.054315,0.035685
2014-03-28,CDU/CSU,0.41,0.023825,0.433825,0.386175
2014-03-28,CDU/CSU,0.41,0.023825,0.433825,0.386175
2014-03-28,CDU/CSU,0.41,0.023825,0.433825,0.386175
2014-03-28,CDU/CSU,0.41,0.023825,0.433825,0.386175
2014-03-28,SPD,0.245,0.02086,0.26586,0.22414
2014-03-28,SPD,0.245,0.02086,0.26586,0.22414
2014-03-28,SPD,0.245,0.02086,0.26586,0.22414
2014-03-28,SPD,0.245,0.02086,0.26586,0.22414
2014-03-28,Grüne,0.1,0.014535,0.114535,0.085465
2014-03-28,Grüne,0.1,0.014535,0.114535,0.085465
2014-03-28,Grüne,0.1,0.014535,0.114535,0.085465
2014-03-28,Grüne,0.1,0.014535,0.114535,0.085465
2014-03-28,FDP,0.035,0.0089075,0.0439075,0.0260925
2014-03-28,FDP,0.035,0.0089075,0.0439075,0.0260925
2014-03-28,FDP,0.035,0.0089075,0.0439075,0.0260925
2014-03-28,FDP,0.035,0.0089075,0.0439075,0.0260925
2014-03-28,Linke,0.095,0.01409,0.10909,0.08091
2014-03-28,Linke,0.095,0.01409,0.10909,0.08091
2014-03-28,Linke,0.095,0.01409,0.10909,0.08091
2014-03-28,Linke,0.095,0.01409,0.10909,0.08091
2014-03-28,AfD,0.05,0.01056,0.06056,0.03944
2014-03-28,AfD,0.05,0.01056,0.06056,0.03944
2014-03-28,AfD,0.05,0.01056,0.06056,0.03944
2014-03-28,AfD,0.05,0.01056,0.06056,0.03944
2014-03-30,CDU/CSU,0.41,0.02418,0.43418,0.38582
2014-03-30,SPD,0.245,0.0211725,0.2661725,0.2238275
2014-03-30,Grüne,0.1025,0.01488,0.11738,0.08762
2014-03-30,FDP,0.035,0.00903,0.04403,0.02597
2014-03-30,Linke,0.095,0.014305,0.109305,0.080695
2014-03-30,AfD,0.05,0.0107175,0.0607175,0.0392825
2014-04-02,CDU/CSU,0.4125,0.0241975,0.4366975,0.3883025
2014-04-02,SPD,0.245,0.0211725,0.2661725,0.2238275
2014-04-02,Grüne,0.1,0.014745,0.114745,0.085255
2014-04-02,FDP,0.035,0.00903,0.04403,0.02597
2014-04-02,Linke,0.095,0.014305,0.109305,0.080695
2014-04-02,AfD,0.0525,0.01091,0.06341,0.04159
2014-04-03,CDU/CSU,0.4125,0.0227875,0.4352875,0.3897125
2014-04-03,SPD,0.2475,0.02,0.2675,0.2275
2014-04-03,Grüne,0.1,0.013885,0.113885,0.086115
2014-04-03,FDP,0.035,0.0084675,0.0434675,0.0265325
2014-04-03,Linke,0.0975,0.013715,0.111215,0.083785
2014-04-03,AfD,0.0525,0.010285,0.062785,0.042215
2014-04-06,CDU/CSU,0.4125,0.022905,0.435405,0.389595
2014-04-06,SPD,0.245,0.0200425,0.2650425,0.2249575
2014-04-06,Grüne,0.0975,0.0138275,0.1113275,0.0836725
2014-04-06,FDP,0.035,0.00851,0.04351,0.02649
2014-04-06,Linke,0.0975,0.0137875,0.1112875,0.0837125
2014-04-06,AfD,0.055,0.0105375,0.0655375,0.0444625
2014-04-09,CDU/CSU,0.4125,0.022905,0.435405,0.389595
2014-04-09,SPD,0.245,0.0200425,0.2650425,0.2249575
2014-04-09,Grüne,0.1,0.0139625,0.1139625,0.0860375
2014-04-09,FDP,0.035,0.00851,0.04351,0.02649
2014-04-09,Linke,0.0975,0.0137875,0.1112875,0.0837125
2014-04-09,AfD,0.0525,0.010345,0.062845,0.042155
2014-04-11,CDU/CSU,0.4125,0.022985,0.435485,0.389515
2014-04-11,SPD,0.245,0.0201125,0.2651125,0.2248875
2014-04-11,Grüne,0.1,0.01401,0.11401,0.08599
2014-04-11,FDP,0.0375,0.0088925,0.0463925,0.0286075
2014-04-11,Linke,0.0975,0.013835,0.111335,0.083665
2014-04-11,AfD,0.05,0.0100725,0.0600725,0.0399275
2014-04-13,CDU/CSU,0.415,0.02294,0.43794,0.39206
2014-04-13,SPD,0.2425,0.019995,0.262495,0.222505
2014-04-13,Grüne,0.0975,0.0138325,0.1113325,0.0836675
2014-04-13,FDP,0.04,0.0091275,0.0491275,0.0308725
2014-04-13,Linke,0.0975,0.0137975,0.1112975,0.0837025
2014-04-13,AfD,0.05,0.0100425,0.0600425,0.0399575
2014-04-15,CDU/CSU,0.4125,0.022925,0.435425,0.389575
2014-04-15,SPD,0.2425,0.019995,0.262495,0.222505
2014-04-15,Grüne,0.0975,0.0138325,0.1113325,0.0836675
2014-04-15,FDP,0.04,0.0091275,0.0491275,0.0308725
2014-04-15,Linke,0.0975,0.0137975,0.1112975,0.0837025
2014-04-15,AfD,0.0525,0.010235,0.062735,0.042265
2014-04-16,CDU/CSU,0.41,0.023186,0.433186,0.386814
2014-04-16,SPD,0.247,0.02036,0.26736,0.22664
2014-04-16,Grüne,0.1,0.01416,0.11416,0.08584
2014-04-16,FDP,0.041,0.009352,0.050352,0.031648
2014-04-16,Linke,0.094,0.013722,0.107722,0.080278
2014-04-16,AfD,0.052,0.010344,0.062344,0.041656
2014-04-20,CDU/CSU,0.406,0.02317,0.42917,0.38283
2014-04-20,SPD,0.251,0.02047,0.27147,0.23053
2014-04-20,Grüne,0.102,0.01428,0.11628,0.08772
2014-04-20,FDP,0.041,0.009358,0.050358,0.031642
2014-04-20,Linke,0.092,0.013616,0.105616,0.078384
2014-04-20,AfD,0.052,0.01035,0.06235,0.04165
2014-04-23,CDU/CSU,0.406,0.023622,0.429622,0.382378
2014-04-23,SPD,0.253,0.020914,0.273914,0.232086
2014-04-23,Grüne,0.102,0.014556,0.116556,0.087444
2014-04-23,FDP,0.041,0.009538,0.050538,0.031462
2014-04-23,Linke,0.092,0.013892,0.105892,0.078108
2014-04-23,AfD,0.05,0.010398,0.060398,0.039602
2014-04-25,CDU/CSU,0.406,0.024726,0.430726,0.381274
2014-04-25,SPD,0.251,0.02183,0.27283,0.22917
2014-04-25,Grüne,0.102,0.01523,0.11723,0.08677
2014-04-25,FDP,0.041,0.009978,0.050978,0.031022
2014-04-25,Linke,0.094,0.014706,0.108706,0.079294
2014-04-25,AfD,0.05,0.010886,0.060886,0.039114
2014-04-27,CDU/CSU,0.408,0.025204,0.433204,0.382796
2014-04-27,SPD,0.249,0.022182,0.271182,0.226818
2014-04-27,Grüne,0.102,0.015512,0.117512,0.086488
2014-04-27,FDP,0.041,0.010162,0.051162,0.030838
2014-04-27,Linke,0.096,0.015102,0.111102,0.080898
2014-04-27,AfD,0.048,0.010932,0.058932,0.037068
2014-04-29,CDU/CSU,0.408,0.025204,0.433204,0.382796
2014-04-29,SPD,0.249,0.022182,0.271182,0.226818
2014-04-29,Grüne,0.102,0.015512,0.117512,0.086488
2014-04-29,FDP,0.041,0.010162,0.051162,0.030838
2014-04-29,Linke,0.094,0.014982,0.108982,0.079018
2014-04-29,AfD,0.05,0.011102,0.061102,0.038898
2014-04-30,CDU/CSU,0.406,0.023932,0.429932,0.382068
2014-04-30,SPD,0.251,0.021134,0.272134,0.229866
2014-04-30,Grüne,0.102,0.014748,0.116748,0.087252
2014-04-30,FDP,0.041,0.009662,0.050662,0.031338
2014-04-30,Linke,0.092,0.014082,0.106082,0.077918
2014-04-30,AfD,0.05,0.010548,0.060548,0.039452
2014-05-04,CDU/CSU,0.404,0.023552,0.427552,0.380448
2014-05-04,SPD,0.253,0.020868,0.273868,0.232132
2014-05-04,Grüne,0.102,0.014526,0.116526,0.087474
2014-05-04,FDP,0.041,0.009516,0.050516,0.031484
2014-05-04,Linke,0.092,0.01386,0.10586,0.07814
2014-05-04,AfD,0.05,0.010386,0.060386,0.039614
2014-05-07,CDU/CSU,0.404,0.023554,0.427554,0.380446
2014-05-07,SPD,0.251,0.020814,0.271814,0.230186
2014-05-07,Grüne,0.102,0.014526,0.116526,0.087474
2014-05-07,FDP,0.041,0.009518,0.050518,0.031482
2014-05-07,Linke,0.094,0.01398,0.10798,0.08002
2014-05-07,AfD,0.048,0.010216,0.058216,0.037784
2014-05-09,CDU/CSU,0.402,0.02354,0.42554,0.37846
2014-05-09,SPD,0.251,0.02082,0.27182,0.23018
2014-05-09,Grüne,0.104,0.014676,0.118676,0.089324
2014-05-09,FDP,0.041,0.00952,0.05052,0.03148
2014-05-09,Linke,0.094,0.013984,0.107984,0.080016
2014-05-09,AfD,0.048,0.010218,0.058218,0.037782
2014-05-11,CDU/CSU,0.402,0.023448,0.425448,0.378552
2014-05-11,SPD,0.251,0.020738,0.271738,0.230262
2014-05-11,Grüne,0.106,0.014724,0.120724,0.091276
2014-05-11,FDP,0.041,0.009484,0.050484,0.031516
2014-05-11,Linke,0.092,0.013814,0.105814,0.078186
2014-05-11,AfD,0.048,0.010178,0.058178,0.037822
2014-05-14,CDU/CSU,0.4,0.022976,0.422976,0.377024
2014-05-14,SPD,0.253,0.020396,0.273396,0.232604
2014-05-14,Grüne,0.106,0.014446,0.120446,0.091554
2014-05-14,FDP,0.041,0.009302,0.050302,0.031698
2014-05-14,Linke,0.092,0.013536,0.105536,0.078464
2014-05-14,AfD,0.05,0.010128,0.060128,0.039872
2014-05-16,CDU/CSU,0.398,0.023112,0.421112,0.374888
2014-05-16,SPD,0.253,0.020538,0.273538,0.232462
2014-05-16,Grüne,0.108,0.014672,0.122672,0.093328
2014-05-16,FDP,0.041,0.009366,0.050366,0.031634
2014-05-16,Linke,0.092,0.013628,0.105628,0.078372
2014-05-16,AfD,0.052,0.010396,0.062396,0.041604
2014-05-18,CDU/CSU,0.396,0.022732,0.418732,0.373268
2014-05-18,SPD,0.253,0.020216,0.273216,0.232784
2014-05-18,Grüne,0.106,0.014344,0.120344,0.091656
2014-05-18,FDP,0.043,0.009384,0.052384,0.033616
2014-05-18,Linke,0.094,0.013518,0.107518,0.080482
2014-05-18,AfD,0.054,0.010378,0.064378,0.043622
2014-05-21,CDU/CSU,0.396,0.022734,0.418734,0.373266
2014-05-21,SPD,0.253,0.020218,0.273218,0.232782
2014-05-21,Grüne,0.106,0.014346,0.120346,0.091654
2014-05-21,FDP,0.043,0.009384,0.052384,0.033616
2014-05-21,Linke,0.094,0.01352,0.10752,0.08048
2014-05-21,AfD,0.054,0.01038,0.06438,0.04362
2014-05-25,CDU/CSU,0.396,0.02309,0.41909,0.37291
2014-05-25,SPD,0.251,0.020488,0.271488,0.230512
2014-05-25,Grüne,0.106,0.014566,0.120566,0.091434
2014-05-25,FDP,0.043,0.009542,0.052542,0.033458
2014-05-25,Linke,0.094,0.01374,0.10774,0.08026
2014-05-25,AfD,0.054,0.010554,0.064554,0.043446
2014-05-27,CDU/CSU,0.396,0.023088,0.419088,0.372912
2014-05-27,SPD,0.253,0.020532,0.273532,0.232468
2014-05-27,Grüne,0.106,0.014564,0.120564,0.091436
2014-05-27,FDP,0.043,0.009542,0.052542,0.033458
2014-05-27,Linke,0.094,0.013738,0.107738,0.080262
2014-05-27,AfD,0.054,0.010552,0.064552,0.043448
2014-06-01,CDU/CSU,0.396,0.02309,0.41909,0.37291
2014-06-01,SPD,0.255,0.02058,0.27558,0.23442
2014-06-01,Grüne,0.106,0.014564,0.120564,0.091436
2014-06-01,FDP,0.041,0.009364,0.050364,0.031636
2014-06-01,Linke,0.094,0.013738,0.107738,0.080262
2014-06-01,AfD,0.054,0.010552,0.064552,0.043448
2014-06-04,CDU/CSU,0.392,0.023504,0.415504,0.368496
2014-06-04,SPD,0.251,0.020874,0.271874,0.230126
2014-06-04,Grüne,0.106,0.014842,0.120842,0.091158
2014-06-04,FDP,0.041,0.009544,0.050544,0.031456
2014-06-04,Linke,0.094,0.014016,0.108016,0.079984
2014-06-04,AfD,0.058,0.011068,0.069068,0.046932
2014-06-05,CDU/CSU,0.388,0.023468,0.411468,0.364532
2014-06-05,CDU/CSU,0.388,0.023468,0.411468,0.364532
2014-06-05,CDU/CSU,0.388,0.023468,0.411468,0.364532
2014-06-05,CDU/CSU,0.388,0.023468,0.411468,0.364532
2014-06-05,SPD,0.253,0.020946,0.273946,0.232054
2014-06-05,SPD,0.253,0.020946,0.273946,0.232054
2014-06-05,SPD,0.253,0.020946,0.273946,0.232054
2014-06-05,SPD,0.253,0.020946,0.273946,0.232054
2014-06-05,Grüne,0.106,0.014848,0.120848,0.091152
2014-06-05,Grüne,0.106,0.014848,0.120848,0.091152
2014-06-05,Grüne,0.106,0.014848,0.120848,0.091152
2014-06-05,Grüne,0.106,0.014848,0.120848,0.091152
2014-06-05,FDP,0.039,0.009262,0.048262,0.029738
2014-06-05,FDP,0.039,0.009262,0.048262,0.029738
2014-06-05,FDP,0.039,0.009262,0.048262,0.029738
2014-06-05,FDP,0.039,0.009262,0.048262,0.029738
2014-06-05,Linke,0.092,0.013868,0.105868,0.078132
2014-06-05,Linke,0.092,0.013868,0.105868,0.078132
2014-06-05,Linke,0.092,0.013868,0.105868,0.078132
2014-06-05,Linke,0.092,0.013868,0.105868,0.078132
2014-06-05,AfD,0.062,0.0115,0.0735,0.0505
2014-06-05,AfD,0.062,0.0115,0.0735,0.0505
2014-06-05,AfD,0.062,0.0115,0.0735,0.0505
2014-06-05,AfD,0.062,0.0115,0.0735,0.0505
2014-06-08,CDU/CSU,0.388,0.023478,0.411478,0.364522
2014-06-08,SPD,0.253,0.020956,0.273956,0.232044
2014-06-08,Grüne,0.106,0.014854,0.120854,0.091146
2014-06-08,FDP,0.037,0.009058,0.046058,0.027942
2014-06-08,Linke,0.092,0.013874,0.105874,0.078126
2014-06-08,AfD,0.064,0.01165,0.07565,0.05235
2014-06-11,CDU/CSU,0.39,0.02305,0.41305,0.36695
2014-06-11,SPD,0.253,0.020568,0.273568,0.232432
2014-06-11,Grüne,0.104,0.01447,0.11847,0.08953
2014-06-11,FDP,0.037,0.008878,0.045878,0.028122
2014-06-11,Linke,0.092,0.013598,0.105598,0.078402
2014-06-11,AfD,0.064,0.0114,0.0754,0.0526
2014-06-15,CDU/CSU,0.39,0.02304,0.41304,0.36696
2014-06-15,SPD,0.253,0.020558,0.273558,0.232442
2014-06-15,Grüne,0.106,0.01457,0.12057,0.09143
2014-06-15,FDP,0.039,0.009082,0.048082,0.029918
2014-06-15,Linke,0.092,0.013592,0.105592,0.078408
2014-06-15,AfD,0.062,0.01125,0.07325,0.05075
2014-06-17,CDU/CSU,0.39,0.02349,0.41349,0.36651
2014-06-17,SPD,0.253,0.020948,0.273948,0.232052
2014-06-17,Grüne,0.108,0.014954,0.122954,0.093046
2014-06-17,FDP,0.039,0.009264,0.048264,0.029736
2014-06-17,Linke,0.092,0.013868,0.105868,0.078132
2014-06-17,AfD,0.06,0.01136,0.07136,0.04864
2014-06-20,CDU/CSU,0.392,0.02463,0.41663,0.36737
2014-06-20,SPD,0.251,0.021882,0.272882,0.229118
2014-06-20,Grüne,0.11,0.01582,0.12582,0.09418
2014-06-20,FDP,0.039,0.009714,0.048714,0.029286
2014-06-20,Linke,0.09,0.014338,0.104338,0.075662
2014-06-20,AfD,0.058,0.011724,0.069724,0.046276
2014-06-22,CDU/CSU,0.392,0.025104,0.417104,0.366896
2014-06-22,SPD,0.251,0.022304,0.273304,0.228696
2014-06-22,Grüne,0.108,0.016006,0.124006,0.091994
2014-06-22,FDP,0.039,0.009904,0.048904,0.029096
2014-06-22,Linke,0.088,0.014504,0.102504,0.073496
2014-06-22,AfD,0.06,0.012116,0.072116,0.047884
2014-06-25,CDU/CSU,0.396,0.024682,0.420682,0.371318
2014-06-25,SPD,0.251,0.021912,0.272912,0.229088
2014-06-25,Grüne,0.108,0.015728,0.123728,0.092272
2014-06-25,FDP,0.039,0.009722,0.048722,0.029278
2014-06-25,Linke,0.086,0.014118,0.100118,0.071882
2014-06-25,AfD,0.06,0.011878,0.071878,0.048122
2014-06-27,CDU/CSU,0.396,0.024468,0.420468,0.371532
2014-06-27,SPD,0.249,0.02166,0.27066,0.22734
2014-06-27,Grüne,0.108,0.015592,0.123592,0.092408
2014-06-27,FDP,0.039,0.009648,0.048648,0.029352
2014-06-27,Linke,0.086,0.013994,0.099994,0.072006
2014-06-27,AfD,0.062,0.011994,0.073994,0.050006
2014-06-29,CDU/CSU,0.398,0.024032,0.422032,0.373968
2014-06-29,SPD,0.249,0.021258,0.270258,0.227742
2014-06-29,Grüne,0.108,0.015314,0.123314,0.092686
2014-06-29,FDP,0.037,0.009258,0.046258,0.027742
2014-06-29,Linke,0.086,0.013728,0.099728,0.072272
2014-06-29,AfD,0.062,0.011758,0.073758,0.050242
2014-07-02,CDU/CSU,0.398,0.024034,0.422034,0.373966
2014-07-02,SPD,0.249,0.02126,0.27026,0.22774
2014-07-02,Grüne,0.108,0.015316,0.123316,0.092684
2014-07-02,FDP,0.037,0.009258,0.046258,0.027742
2014-07-02,Linke,0.086,0.013728,0.099728,0.072272
2014-07-02,AfD,0.062,0.01176,0.07376,0.05024
2014-07-03,CDU/CSU,0.398,0.022916,0.420916,0.375084
2014-07-03,SPD,0.251,0.020324,0.271324,0.230676
2014-07-03,Grüne,0.106,0.01445,0.12045,0.09155
2014-07-03,FDP,0.037,0.008808,0.045808,0.028192
2014-07-03,Linke,0.088,0.013258,0.101258,0.074742
2014-07-03,AfD,0.06,0.011018,0.071018,0.048982
2014-07-06,CDU/CSU,0.398,0.022916,0.420916,0.375084
2014-07-06,SPD,0.251,0.020324,0.271324,0.230676
2014-07-06,Grüne,0.106,0.01445,0.12045,0.09155
2014-07-06,FDP,0.037,0.008808,0.045808,0.028192
2014-07-06,Linke,0.088,0.013258,0.101258,0.074742
2014-07-06,AfD,0.058,0.010872,0.068872,0.047128
2014-07-09,CDU/CSU,0.398,0.023358,0.421358,0.374642
2014-07-09,SPD,0.251,0.020702,0.271702,0.230298
2014-07-09,Grüne,0.108,0.014832,0.122832,0.093168
2014-07-09,FDP,0.035,0.008762,0.043762,0.026238
2014-07-09,Linke,0.088,0.013516,0.101516,0.074484
2014-07-09,AfD,0.056,0.010946,0.066946,0.045054
2014-07-13,CDU/CSU,0.398,0.023384,0.421384,0.374616
2014-07-13,SPD,0.251,0.020724,0.271724,0.230276
2014-07-13,Grüne,0.11,0.014954,0.124954,0.095046
2014-07-13,FDP,0.035,0.008772,0.043772,0.026228
2014-07-13,Linke,0.088,0.01353,0.10153,0.07447
2014-07-13,AfD,0.054,0.010798,0.064798,0.043202
2014-07-16,CDU/CSU,0.398,0.022942,0.420942,0.375058
2014-07-16,SPD,0.251,0.020346,0.271346,0.230654
2014-07-16,Grüne,0.11,0.014672,0.124672,0.095328
2014-07-16,FDP,0.035,0.008618,0.043618,0.026382
2014-07-16,Linke,0.088,0.013272,0.101272,0.074728
2014-07-16,AfD,0.054,0.010584,0.064584,0.043416
2014-07-18,CDU/CSU,0.404,0.024194,0.428194,0.379806
2014-07-18,CDU/CSU,0.404,0.024194,0.428194,0.379806
2014-07-18,CDU/CSU,0.404,0.024194,0.428194,0.379806
2014-07-18,CDU/CSU,0.404,0.024194,0.428194,0.379806
2014-07-18,SPD,0.249,0.021342,0.270342,0.227658
2014-07-18,SPD,0.249,0.021342,0.270342,0.227658
2014-07-18,SPD,0.249,0.021342,0.270342,0.227658
2014-07-18,SPD,0.249,0.021342,0.270342,0.227658
2014-07-18,Grüne,0.108,0.01527,0.12327,0.09273
2014-07-18,Grüne,0.108,0.01527,0.12327,0.09273
2014-07-18,Grüne,0.108,0.01527,0.12327,0.09273
2014-07-18,Grüne,0.108,0.01527,0.12327,0.09273
2014-07-18,FDP,0.035,0.009088,0.044088,0.025912
2014-07-18,FDP,0.035,0.009088,0.044088,0.025912
2014-07-18,FDP,0.035,0.009088,0.044088,0.025912
2014-07-18,FDP,0.035,0.009088,0.044088,0.025912
2014-07-18,Linke,0.09,0.014134,0.104134,0.075866
2014-07-18,Linke,0.09,0.014134,0.104134,0.075866
2014-07-18,Linke,0.09,0.014134,0.104134,0.075866
2014-07-18,Linke,0.09,0.014134,0.104134,0.075866
2014-07-18,AfD,0.05,0.010628,0.060628,0.039372
2014-07-18,AfD,0.05,0.010628,0.060628,0.039372
2014-07-18,AfD,0.05,0.010628,0.060628,0.039372
2014-07-18,AfD,0.05,0.010628,0.060628,0.039372
2014-07-20,CDU/CSU,0.404,0.02406,0.42806,0.37994
2014-07-20,SPD,0.251,0.02127,0.27227,0.22973
2014-07-20,Grüne,0.106,0.015082,0.121082,0.090918
2014-07-20,FDP,0.035,0.009042,0.044042,0.025958
2014-07-20,Linke,0.09,0.014058,0.104058,0.075942
2014-07-20,AfD,0.05,0.010568,0.060568,0.039432
2014-07-23,CDU/CSU,0.408,0.024084,0.432084,0.383916
2014-07-23,SPD,0.249,0.021216,0.270216,0.227784
2014-07-23,Grüne,0.104,0.01498,0.11898,0.08902
2014-07-23,FDP,0.035,0.009042,0.044042,0.025958
2014-07-23,Linke,0.092,0.014166,0.106166,0.077834
2014-07-23,AfD,0.048,0.010414,0.058414,0.037586
2014-07-27,CDU/CSU,0.41,0.023844,0.433844,0.386156
2014-07-27,SPD,0.247,0.020946,0.267946,0.226054
2014-07-27,Grüne,0.104,0.014824,0.118824,0.089176
2014-07-27,FDP,0.035,0.008952,0.043952,0.026048
2014-07-27,Linke,0.094,0.01412,0.10812,0.07988
2014-07-27,AfD,0.048,0.010302,0.058302,0.037698
2014-07-30,CDU/CSU,0.41,0.023846,0.433846,0.386154
2014-07-30,SPD,0.247,0.02095,0.26795,0.22605
2014-07-30,Grüne,0.104,0.014826,0.118826,0.089174
2014-07-30,FDP,0.035,0.008954,0.043954,0.026046
2014-07-30,Linke,0.094,0.014122,0.108122,0.079878
2014-07-30,AfD,0.048,0.010304,0.058304,0.037696
2014-08-03,CDU/CSU,0.412,0.02457,0.43657,0.38743
2014-08-03,SPD,0.247,0.021574,0.268574,0.225426
2014-08-03,Grüne,0.104,0.015258,0.119258,0.088742
2014-08-03,FDP,0.035,0.0092,0.0442,0.0258
2014-08-03,Linke,0.092,0.01443,0.10643,0.07757
2014-08-03,AfD,0.048,0.010618,0.058618,0.037382
2014-08-06,CDU/CSU,0.412,0.02457,0.43657,0.38743
2014-08-06,SPD,0.251,0.021674,0.272674,0.229326
2014-08-06,Grüne,0.102,0.01515,0.11715,0.08685
2014-08-06,FDP,0.037,0.009398,0.046398,0.027602
2014-08-06,Linke,0.09,0.014322,0.104322,0.075678
2014-08-06,AfD,0.048,0.010618,0.058618,0.037382
2014-08-07,CDU/CSU,0.414,0.023496,0.437496,0.390504
2014-08-07,SPD,0.251,0.020694,0.271694,0.230306
2014-08-07,Grüne,0.102,0.01448,0.11648,0.08752
2014-08-07,FDP,0.035,0.008702,0.043702,0.026298
2014-08-07,Linke,0.088,0.013512,0.101512,0.074488
2014-08-07,AfD,0.05,0.010402,0.060402,0.039598
2014-08-10,CDU/CSU,0.412,0.022746,0.434746,0.389254
2014-08-10,SPD,0.255,0.020128,0.275128,0.234872
2014-08-10,Grüne,0.1,0.01393,0.11393,0.08607
2014-08-10,FDP,0.035,0.008448,0.043448,0.026552
2014-08-10,Linke,0.088,0.013086,0.101086,0.074914
2014-08-10,AfD,0.05,0.010076,0.060076,0.039924
2014-08-13,CDU/CSU,0.41,0.022736,0.432736,0.387264
2014-08-13,SPD,0.255,0.020128,0.275128,0.234872
2014-08-13,Grüne,0.102,0.014038,0.116038,0.087962
2014-08-13,FDP,0.035,0.008448,0.043448,0.026552
2014-08-13,Linke,0.088,0.013086,0.101086,0.074914
2014-08-13,AfD,0.05,0.010076,0.060076,0.039924
2014-08-17,CDU/CSU,0.41,0.023558,0.433558,0.386442
2014-08-17,SPD,0.255,0.02087,0.27587,0.23413
2014-08-17,Grüne,0.104,0.014642,0.118642,0.089358
2014-08-17,FDP,0.035,0.008732,0.043732,0.026268
2014-08-17,Linke,0.088,0.013564,0.101564,0.074436
2014-08-17,AfD,0.048,0.01024,0.05824,0.03776
2014-08-20,CDU/CSU,0.41,0.023556,0.433556,0.386444
2014-08-20,SPD,0.255,0.020868,0.275868,0.234132
2014-08-20,Grüne,0.104,0.014642,0.118642,0.089358
2014-08-20,FDP,0.033,0.008532,0.041532,0.024468
2014-08-20,Linke,0.088,0.013562,0.101562,0.074438
2014-08-20,AfD,0.048,0.01024,0.05824,0.03776
2014-08-22,CDU/CSU,0.41,0.023574,0.433574,0.386426
2014-08-22,SPD,0.257,0.02095,0.27795,0.23605
2014-08-22,Grüne,0.102,0.014512,0.116512,0.087488
2014-08-22,FDP,0.035,0.008818,0.043818,0.026182
2014-08-22,Linke,0.088,0.013574,0.101574,0.074426
2014-08-22,AfD,0.046,0.010006,0.056006,0.035994
2014-08-24,CDU/CSU,0.41,0.02251,0.43251,0.38749
2014-08-24,SPD,0.255,0.019952,0.274952,0.235048
2014-08-24,Grüne,0.102,0.013862,0.115862,0.088138
2014-08-24,FDP,0.037,0.008624,0.045624,0.028376
2014-08-24,Linke,0.088,0.012954,0.100954,0.075046
2014-08-24,AfD,0.046,0.009582,0.055582,0.036418
2014-08-27,CDU/CSU,0.41,0.022508,0.432508,0.387492
2014-08-27,SPD,0.255,0.019952,0.274952,0.235048
2014-08-27,Grüne,0.102,0.01386,0.11586,0.08814
2014-08-27,FDP,0.037,0.008624,0.045624,0.028376
2014-08-27,Linke,0.088,0.012954,0.100954,0.075046
2014-08-27,AfD,0.046,0.009582,0.055582,0.036418
2014-08-29,CDU/CSU,0.412,0.023572,0.435572,0.388428
2014-08-29,SPD,0.253,0.020812,0.273812,0.232188
2014-08-29,Grüne,0.1,0.014326,0.114326,0.085674
2014-08-29,FDP,0.037,0.008986,0.045986,0.028014
2014-08-29,Linke,0.088,0.01356,0.10156,0.07444
2014-08-29,AfD,0.046,0.010044,0.056044,0.035956
2014-08-31,CDU/CSU,0.416,0.024118,0.440118,0.391882
2014-08-31,SPD,0.253,0.021276,0.274276,0.231724
2014-08-31,Grüne,0.098,0.014534,0.112534,0.083466
2014-08-31,FDP,0.035,0.008992,0.043992,0.026008
2014-08-31,Linke,0.088,0.013864,0.101864,0.074136
2014-08-31,AfD,0.048,0.010428,0.058428,0.037572
2014-09-03,CDU/CSU,0.414,0.024104,0.438104,0.389896
2014-09-03,SPD,0.253,0.021276,0.274276,0.231724
2014-09-03,Grüne,0.098,0.014534,0.112534,0.083466
2014-09-03,FDP,0.035,0.008992,0.043992,0.026008
2014-09-03,Linke,0.09,0.013972,0.103972,0.076028
2014-09-03,AfD,0.048,0.010428,0.058428,0.037572
2014-09-04,CDU/CSU,0.41,0.02302,0.43302,0.38698
2014-09-04,SPD,0.251,0.020298,0.271298,0.230702
2014-09-04,Grüne,0.1,0.014068,0.114068,0.085932
2014-09-04,FDP,0.035,0.00863,0.04363,0.02637
2014-09-04,Linke,0.092,0.013506,0.105506,0.078494
2014-09-04,AfD,0.052,0.010342,0.062342,0.041658
2014-09-05,CDU/CSU,0.412,0.023232,0.435232,0.388768
2014-09-05,SPD,0.251,0.020468,0.271468,0.230532
2014-09-05,Grüne,0.098,0.014028,0.112028,0.083972
2014-09-05,FDP,0.033,0.008418,0.041418,0.024582
2014-09-05,Linke,0.092,0.013618,0.105618,0.078382
2014-09-05,AfD,0.056,0.010894,0.066894,0.045106
2014-09-07,CDU/CSU,0.41,0.022964,0.432964,0.387036
2014-09-07,SPD,0.249,0.0202,0.2692,0.2288
2014-09-07,Grüne,0.098,0.01388,0.11188,0.08412
2014-09-07,FDP,0.033,0.00833,0.04133,0.02467
2014-09-07,Linke,0.094,0.013572,0.107572,0.080428
